merge_cod,freez,hum,lev_max,lev_mid,lev_min,rain,rain_1mm,rain_cum,rain_max_10,rain_max_day,sun,temp_avg,temp_max_abs,temp_max_avg,temp_min_abs,wind_avg,wind_max,wind_max_avg,code_merge,codigo, estacion,year,month
C002_Arteaga_2019_ENE,4,87.2,,,,23,17,249.4,3,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,C002_Arteaga_2019_ENE,C002,Arteaga,2019,ENE
C0C2_Balmaseda_2019_ENE,7,88.8,2.256,0.511,0.236,18,14,334,1.9,64.7,,5.9,17.2,9.7,2.7,,,,C0C2_Balmaseda_2019_ENE,C0C2,Balmaseda,2019,ENE
C069_Bermeo_2019_ENE,0,90.0,,,,24,16,206.4,4,28.2,3.7,8.5,16.6,10.5,6.6,12.8,115.9,46.0,C069_Bermeo_2019_ENE,C069,Bermeo,2019,ENE
C0B6_Berna_2019_ENE,5,94.2,,,,23,18,293.7,2.8,50.3,,5.9,16.8,9.6,3.1,,,,C0B6_Berna_2019_ENE,C0B6,Berna,2019,ENE
C0BE_Berriatua_2019_ENE,2,89.2,1.363,0.384,0.130,21,16,218.7,2.6,37,,8.0,17.5,11.3,5.2,,,,C0BE_Berriatua_2019_ENE,C0BE,Berriatua,2019,ENE
C065_Cerroja_2019_ENE,2,88.2,,,,17,14,360.5,2.8,101.7,3.9,4.8,13.0,7.2,2.9,17.9,142.9,51.1,C065_Cerroja_2019_ENE,C065,Cerroja,2019,ENE
C003_Derio_2019_ENE,6,84.3,,,,23,17,256.3,4.9,37.9,3.6,7.3,17.8,10.9,3.9,5.6,79.2,30.0,C003_Derio_2019_ENE,C003,Derio,2019,ENE
C039_Deusto_2019_ENE,2,86.7,,,,21,16,196.4,3.3,32.2,3.9,7.7,17.7,11.1,5.2,10.3,103.0,39.7,C039_Deusto_2019_ENE,C039,Deusto,2019,ENE
C075_Eitzaga_2019_ENE,4,94.1,,,,22,18,289,3.6,57.4,,5.9,16.0,9.7,3.2,5.9,89.6,33.6,C075_Eitzaga_2019_ENE,C075,Eitzaga,2019,ENE
C074_Elorrio_2019_ENE,5,92.0,1.190,0.254,0.103,23,19,277.8,1.9,53.6,,6.5,17.5,9.5,3.7,,,,C074_Elorrio_2019_ENE,C074,Elorrio,2019,ENE
C009_Galdakao_2019_ENE,2,84.4,5.110,1.288,0.411,22,17,275,2.7,42.1,,7.7,18.6,11.0,4.8,,,,C009_Galdakao_2019_ENE,C009,Galdakao,2019,ENE
C038_Galindo_2019_ENE,0,78.3,,,,21,17,205.4,3.7,29.3,,9.0,19.0,12.0,6.5,7.0,86.4,33.4,C038_Galindo_2019_ENE,C038,Galindo,2019,ENE
C033_Igorre_2019_ENE,6,,,,,22,17,293.5,2.4,46.6,,6.5,17.8,10.2,3.6,6.2,76.3,30.3,C033_Igorre_2019_ENE,C033,Igorre,2019,ENE
C0BD_Iruzubieta_2019_ENE,4,88.8,1.033,0.290,0.120,25,16,298,2.2,50.9,,6.3,15.9,9.5,3.1,,,,C0BD_Iruzubieta_2019_ENE,C0BD,Iruzubieta,2019,ENE
C036_Iurreta_2019_ENE,5,92.9,,,,22,18,285.4,2.2,57.1,4.0,6.1,16.4,10.5,3.1,8.2,92.9,35.8,C036_Iurreta_2019_ENE,C036,Iurreta,2019,ENE
C045_La Garbea_2019_ENE,0,92.5,,,,21,15,314,2.6,62.8,,4.4,12.5,6.7,2.7,21.3,117.7,55.6,C045_La Garbea_2019_ENE,C045,La Garbea,2019,ENE
C0B7_Mañaria_2019_ENE,5,87.4,1.091,0.324,0.118,25,17,273.9,2.5,50.9,,6.1,16.0,8.8,3.4,,,,C0B7_Mañaria_2019_ENE,C0B7,Mañaria,2019,ENE
C019_Matxitxako_2019_ENE,0,91.9,,,,24,20,165,2.7,25.2,3.4,5.9,12.5,7.8,4.4,32.0,134.3,65.4,C019_Matxitxako_2019_ENE,C019,Matxitxako,2019,ENE
C057_Mungia_2019_ENE,4,85.4,4.939,1.081,0.390,24,19,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,C057_Mungia_2019_ENE,C057,Mungia,2019,ENE
C063_Muxika_2019_ENE,5,88.1,1.594,0.355,0.140,23,17,286.3,2.8,44.7,,7.1,17.8,10.8,3.6,,,,C063_Muxika_2019_ENE,C063,Muxika,2019,ENE
C046_Oiz_2019_ENE,11,90.0,,,,23,19,177,1.9,36.7,,2.4,9.8,4.5,0.6,33.6,132.5,66.1,C046_Oiz_2019_ENE,C046,Oiz,2019,ENE
C0BA_Oleta_2019_ENE,2,87.9,1.872,0.370,0.148,22,18,195.4,2.8,40.7,,8.0,17.7,11.2,5.1,,,,C0BA_Oleta_2019_ENE,C0BA,Oleta,2019,ENE
C059_Ordunte_2019_ENE,5,82.0,,,,17,15,266.6,1.8,57.7,,5.8,15.0,9.5,2.8,7.8,123.8,43.2,C059_Ordunte_2019_ENE,C059,Ordunte,2019,ENE
C072_Orduña_2019_ENE,9,90.0,,,,17,14,241.6,1.6,69.3,,2.5,11.0,4.9,0.7,22.2,99.7,57.7,C072_Orduña_2019_ENE,C072,Orduña,2019,ENE
C0B4_Orozko_2019_ENE,6,91.5,2.080,0.301,0.024,21,17,272.7,2,46.3,,5.8,15.9,9.3,2.9,4.0,49.3,23.5,C0B4_Orozko_2019_ENE,C0B4,Orozko,2019,ENE
C054_Otxandio_2019_ENE,9,89.7,2.735,0.436,0.061,24,19,333.3,2.5,66.2,3.9,3.8,12.5,7.2,0.9,7.1,74.2,33.6,C054_Otxandio_2019_ENE,C054,Otxandio,2019,ENE
C042_Punta Galea_2019_ENE,0,83.7,,,,20,17,142.3,2.6,18.2,,8.8,16.2,11.2,6.6,21.6,116.6,53.3,C042_Punta Galea_2019_ENE,C042,Punta Galea,2019,ENE
C0B9_Sangroniz_2019_ENE,5,88.8,2.383,0.620,0.341,23,16,207.1,2.9,30,,7.2,18.3,10.8,3.8,,,,C0B9_Sangroniz_2019_ENE,C0B9,Sangroniz,2019,ENE
C0C3_Sodupe_2019_ENE,4,96.1,,,,22,17,308.1,3.3,53.7,,6.5,17.9,10.8,3.6,4.0,65.5,26.8,C0C3_Sodupe_2019_ENE,C0C3,Sodupe,2019,ENE
C066_Untzueta_2019_ENE,3,91.4,,,,,,,,,,3.8,12.0,6.0,2.0,22.2,119.9,52.8,C066_Untzueta_2019_ENE,C066,Untzueta,2019,ENE
C022_Urkiola_2019_ENE,7,94.2,,,,21,16,291,2.8,63.3,3.7,3.0,10.2,5.3,1.2,11.1,100.4,44.0,C022_Urkiola_2019_ENE,C022,Urkiola,2019,ENE
C0B3_Urkizu_2019_ENE,5,89.4,2.821,0.609,0.182,22,17,272.9,2.8,43.9,,6.4,17.5,10.2,3.4,,,,C0B3_Urkizu_2019_ENE,C0B3,Urkizu,2019,ENE
C037_Venta Alta_2019_ENE,,,,,,22,17,295.8,3.5,61.3,3.9,,17.2,,,,,,C037_Venta Alta_2019_ENE,C037,Venta Alta,2019,ENE
C0E5_Agauntza_2019_ENE,6,90.1,1.557,0.403,0.154,20,14,183.3,1.5,35.8,,5.6,16.1,8.6,2.8,,,,C0E5_Agauntza_2019_ENE,C0E5,Agauntza,2019,ENE
C0DB_Aitzu_2019_ENE,7,88.2,1.308,0.349,0.136,22,16,326,3.7,79.8,,4.6,14.7,8.0,1.7,,,,C0DB_Aitzu_2019_ENE,C0DB,Aitzu,2019,ENE
C0D3_Aixola_2019_ENE,7,91.2,0.494,0.154,0.005,24,18,302.3,3.3,60,,4.9,14.8,7.6,2.4,,,,C0D3_Aixola_2019_ENE,C0D3,Aixola,2019,ENE
C0DD_Aizarnazabal_2019_ENE,5,87.6,1.802,0.622,0.324,20,13,158.1,3.4,30.3,,6.6,17.1,9.2,3.8,,,,C0DD_Aizarnazabal_2019_ENE,C0DD,Aizarnazabal,2019,ENE
C0E9_Alegia_2019_ENE,4,96.5,3.004,0.640,0.262,21,16,299.6,2.3,63.8,,6.1,16.3,10.1,3.5,,,,C0E9_Alegia_2019_ENE,C0E9,Alegia,2019,ENE
C078_Altzola_2019_ENE,3,87.7,3.130,0.763,0.330,22,17,276.6,2.6,53.5,,6.8,16.5,9.9,4.2,,,,C078_Altzola_2019_ENE,C078,Altzola,2019,ENE
C052_Ameraun_2019_ENE,5,86.5,1.845,0.506,0.148,24,19,458.8,3.3,80.4,,5.2,15.0,8.4,2.5,,,,C052_Ameraun_2019_ENE,C052,Ameraun,2019,ENE
C0E1_Amundarain_2019_ENE,8,,1.317,0.365,0.153,23,14,239.6,1.5,55.4,,5.6,17.1,9.1,2.6,,,,C0E1_Amundarain_2019_ENE,C0E1,Amundarain,2019,ENE
C077_Andoain_2019_ENE,5,95.7,1.624,0.583,0.270,22,17,296.4,3,44.1,,6.3,16.6,9.5,3.5,,,,C077_Andoain_2019_ENE,C077,Andoain,2019,ENE
C080_Añarbe_2019_ENE,7,93.0,1.094,0.459,0.258,23,18,413.1,4.4,75,,5.8,17.2,9.3,3.0,,,,C080_Añarbe_2019_ENE,C080,Añarbe,2019,ENE
C0E8_Araxes_2019_ENE,6,91.7,1.697,0.538,0.241,24,15,344.7,2.8,67.1,,5.6,16.8,8.5,3.1,,,,C0E8_Araxes_2019_ENE,C0E8,Araxes,2019,ENE
C023_Arrasate_2019_ENE,6,87.9,,,,22,19,334.5,2.8,69.7,4.0,4.8,14.0,8.2,2.1,7.1,95.4,39.4,C023_Arrasate_2019_ENE,C023,Arrasate,2019,ENE
C084_Behobia_2019_ENE,4,85.4,,,,21,18,215.1,3.5,38.3,,6.5,16.0,9.3,4.0,,,,C084_Behobia_2019_ENE,C084,Behobia,2019,ENE
C0EA_Belauntza_2019_ENE,6,91.3,0.841,0.335,0.188,24,16,323.2,3.4,55.7,,6.0,17.2,9.0,3.3,,,,C0EA_Belauntza_2019_ENE,C0EA,Belauntza,2019,ENE
C026_Berastegi_2019_ENE,7,63.8,,,,22,19,495.5,3.4,83.9,,4.6,14.6,7.7,1.3,6.2,78.5,34.6,C026_Berastegi_2019_ENE,C026,Berastegi,2019,ENE
C058_Bidania_2019_ENE,7,88.1,,,,22,18,366.5,2.5,71.8,3.6,3.7,12.8,5.9,1.7,10.2,98.3,44.3,C058_Bidania_2019_ENE,C058,Bidania,2019,ENE
C0F0_Ereñozu_2019_ENE,5,95.0,1.733,0.748,0.408,23,18,308.3,4.1,47.3,,6.5,17.4,9.3,4.0,,,,C0F0_Ereñozu_2019_ENE,C0F0,Ereñozu,2019,ENE
C0F1_Eskas_2019_ENE,7,92.1,,,,23,19,479.6,4.9,78.2,,3.6,12.4,6.2,1.3,,,,C0F1_Eskas_2019_ENE,C0F1,Eskas,2019,ENE
C0E7_Estanda_2019_ENE,6,91.9,1.254,0.296,0.116,22,16,284.6,1.6,63.5,,5.8,16.7,9.7,2.9,,,,C0E7_Estanda_2019_ENE,C0E7,Estanda,2019,ENE
C018_Higer_2019_ENE,0,,,,,,,,,,4.0,,,,,16.1,122.0,50.6,C018_Higer_2019_ENE,C018,Higer,2019,ENE
C0DC_Ibai Eder_2019_ENE,5,95.2,0.985,0.321,0.160,19,15,359.7,3.7,89.3,3.0,7.5,18.4,11.4,4.2,,,,C0DC_Ibai Eder_2019_ENE,C0DC,Ibai Eder,2019,ENE
C071_Jaizkibel_2019_ENE,5,91.6,,,,,,,,,,4.5,12.6,6.8,2.6,23.4,121.3,55.1,C071_Jaizkibel_2019_ENE,C071,Jaizkibel,2019,ENE
C0EC_Lasarte_2019_ENE,4,89.0,3.286,0.889,0.356,22,16,288.1,4.6,47.1,3.7,6.6,16.8,9.7,3.9,5.9,73.4,30.6,C0EC_Lasarte_2019_ENE,C0EC,Lasarte,2019,ENE
C0DE_Matxinbenta_2019_ENE,7,98.0,0.748,0.218,0.085,23,15,295,3.8,59.4,,5.1,15.8,7.9,2.2,,,,C0DE_Matxinbenta_2019_ENE,C0DE,Matxinbenta,2019,ENE
C017_Miramon_2019_ENE,4,94.6,,,,22,19,259.2,4.2,37.4,,6.6,16.6,9.5,4.1,9.9,101.2,41.5,C017_Miramon_2019_ENE,C017,Miramon,2019,ENE
C0F4_Oiartzun_2019_ENE,4,85.4,1.137,0.376,0.201,18,14,189.3,4.4,42.9,,7.1,17.6,10.4,4.2,,,,C0F4_Oiartzun_2019_ENE,C0F4,Oiartzun,2019,ENE
C0D1_Oñati_2019_ENE,5,92.2,2.100,0.480,0.136,23,17,288,3,66,,5.9,16.4,9.2,3.2,,,,C0D1_Oñati_2019_ENE,C0D1,Oñati,2019,ENE
C043_Ordizia_2019_ENE,6,98.2,,,,20,14,260.9,1.8,70.4,3.7,5.5,17.2,9.0,2.6,5.0,73.8,29.9,C043_Ordizia_2019_ENE,C043,Ordizia,2019,ENE
C0D2_San Prudentzio_2019_ENE,5,92.0,1.923,0.580,0.286,22,19,275.5,2.7,61.7,,5.8,15.3,9.0,3.2,,,,C0D2_San Prudentzio_2019_ENE,C0D2,San Prudentzio,2019,ENE
C007_Santa Clara_2019_ENE,,,,,,,,,,,3.8,,,,,15.4,135.0,52.1,C007_Santa Clara_2019_ENE,C007,Santa Clara,2019,ENE
C0D0_Urkulu_2019_ENE,7,87.8,0.748,0.184,0.050,23,19,250.5,4.2,55.4,,5.0,14.8,8.2,2.5,,,,C0D0_Urkulu_2019_ENE,C0D0,Urkulu,2019,ENE
C064_Zarautz_2019_ENE,0,83.2,,,,22,14,169.3,4.6,32.5,,7.7,17.1,9.8,5.4,16.8,113.4,51.3,C064_Zarautz_2019_ENE,C064,Zarautz,2019,ENE
C028_Zegama_2019_ENE,4,87.8,,,,21,14,317.7,2.5,72.7,,4.4,13.1,6.8,2.2,9.4,96.5,41.1,C028_Zegama_2019_ENE,C028,Zegama,2019,ENE
C029_Zizurkil_2019_ENE,4,88.7,,,,22,15,235.2,2.8,34.7,3.9,6.8,17.1,9.7,4.2,9.3,92.2,38.3,C029_Zizurkil_2019_ENE,C029,Zizurkil,2019,ENE
C076_Abetxuko_2017_ENE,21,88.0,1.404,0.156,,10,7,106.3,1,26.3,,2.5,14.3,8.3,-1.6,,,,C076_Abetxuko_2017_ENE,C076,Abetxuko,2017,ENE
C0A4_Albaina_2017_ENE,,,,,,,,,,,,,,,,,,,C0A4_Albaina_2017_ENE,C0A4,Albaina,2017,ENE
C056_Alegria_2017_ENE,21,88.0,1.570,0.400,,10,7,87.5,1.1,20.8,,2.5,14.2,7.7,-1.4,6.7,78.5,30.6,C056_Alegria_2017_ENE,C056,Alegria,2017,ENE
C035_Altube_2017_ENE,18,98.4,,,,11,9,212.1,1.3,54.9,5.3,3.8,14.7,8.7,-0.1,6.7,51.8,29.4,C035_Altube_2017_ENE,C035,Altube,2017,ENE
C0A3_Antoñana_2017_ENE,24,81.1,1.666,0.623,,,,,,,,1.6,12.3,6.7,-2.7,,,,C0A3_Antoñana_2017_ENE,C0A3,Antoñana,2017,ENE
C016_Arkauti_2017_ENE,21,88.7,,,,10,6,113.9,1.5,30.8,5.7,2.8,18.2,8.8,-1.7,5.6,49.0,28.4,C016_Arkauti_2017_ENE,C016,Arkauti,2017,ENE
C025_Beluntza_2017_ENE,15,83.0,,,,,,,,,,4.0,15.2,9.1,0.7,,85.7,40.4,C025_Beluntza_2017_ENE,C025,Beluntza,2017,ENE
C0A2_Egino_2017_ENE,21,92.3,1.890,0.360,,,,,,,,2.7,14.1,7.8,-1.3,,,,C0A2_Egino_2017_ENE,C0A2,Egino,2017,ENE
C034_Espejo_2017_ENE,19,83.6,,,,11,8,64.1,0.9,22.5,6.7,3.3,14.5,9.0,-1.3,6.2,46.8,26.9,C034_Espejo_2017_ENE,C034,Espejo,2017,ENE
C0AA_Etura_2017_ENE,22,90.7,2.022,0.469,,10,9,133.3,1,35.5,5.6,2.6,14.7,7.8,-1.8,8.9,79.2,33.5,C0AA_Etura_2017_ENE,C0AA,Etura,2017,ENE
C067_Gardea_2017_ENE,15,83.1,1.772,0.360,,10,8,185,1.6,48,,5.3,17.9,10.9,1.3,6.6,69.8,28.5,C067_Gardea_2017_ENE,C067,Gardea,2017,ENE
C040_Gasteiz_2017_ENE,14,80.6,,,,,,,,,6.1,5.0,14.7,9.0,1.5,7.4,61.2,34.9,C040_Gasteiz_2017_ENE,C040,Gasteiz,2017,ENE
C044_Gorbea_2017_ENE,19,87.3,,,,10,9,334.7,1.4,106.6,,3.2,14.0,7.6,-0.1,,,,C044_Gorbea_2017_ENE,C044,Gorbea,2017,ENE
C048_Herrera_2017_ENE,18,82.5,,,,11,8,85,0.8,36.2,5.6,1.8,10.4,4.3,-0.3,21.1,94.3,57.6,C048_Herrera_2017_ENE,C048,Herrera,2017,ENE
C068_Ilarduia_2017_ENE,20,83.0,,,,11,10,189.4,1.3,52.2,,3.1,13.9,7.9,-1.2,11.0,122.0,41.9,C068_Ilarduia_2017_ENE,C068,Ilarduia,2017,ENE
C024_Iturrieta_2017_ENE,23,84.2,,,,11,9,150.9,1.4,31.6,6.1,1.1,11.6,5.1,-2.8,13.3,82.8,42.7,C024_Iturrieta_2017_ENE,C024,Iturrieta,2017,ENE
C00A_Kanpezu_2017_ENE,18,79.8,,,,,,,,,5.8,3.6,14.4,8.3,-0.4,12.8,91.4,40.8,C00A_Kanpezu_2017_ENE,C00A,Kanpezu,2017,ENE
C047_Kapildui_2017_ENE,18,82.2,,,,12,8,128.2,1.1,35.3,,1.1,8.2,4.1,-1.1,23.1,90.4,54.7,C047_Kapildui_2017_ENE,C047,Kapildui,2017,ENE
C031_Moreda_2017_ENE,10,73.9,,,,9,4,25.1,1.1,8.1,6.2,5.5,15.7,9.6,2.1,13.9,65.9,41.5,C031_Moreda_2017_ENE,C031,Moreda,2017,ENE
C041_Navarrete_2017_ENE,22,86.5,,,,10,7,83.4,1.1,28.8,5.8,2.3,13.8,7.3,-1.8,9.5,95.0,34.8,C041_Navarrete_2017_ENE,C041,Navarrete,2017,ENE
C055_Ozaeta_2017_ENE,22,83.8,2.217,0.490,,11,7,160.8,1.2,46.9,,2.9,16.0,8.6,-1.8,,,,C055_Ozaeta_2017_ENE,C055,Ozaeta,2017,ENE
C060_Páganos_2017_ENE,15,76.1,,,,9,7,68.3,0.9,30.5,6.4,4.1,14.5,8.4,0.4,12.7,91.4,46.2,C060_Páganos_2017_ENE,C060,Páganos,2017,ENE
C0A1_Pagoeta_2017_ENE,24,82.4,0.290,0.177,,,,,,,,1.0,11.5,5.7,-3.1,,,,C0A1_Pagoeta_2017_ENE,C0A1,Pagoeta,2017,ENE
C021_Roitegi_2017_ENE,19,83.5,,,,,,,,,,1.5,11.4,5.0,-1.8,17.4,91.8,47.6,C021_Roitegi_2017_ENE,C021,Roitegi,2017,ENE
C030_Salvatierra_2017_ENE,23,87.5,,,,10,7,116,1,27.3,5.8,2.3,15.8,8.3,-2.3,7.2,82.4,31.3,C030_Salvatierra_2017_ENE,C030,Salvatierra,2017,ENE
C051_Saratxo_2017_ENE,15,78.6,1.739,0.295,,10,8,134.9,1.1,37.3,5.2,5.5,17.1,10.8,1.3,5.9,55.4,27.1,C051_Saratxo_2017_ENE,C051,Saratxo,2017,ENE
C0A0_Sarria_2017_ENE,17,93.4,2.040,0.350,,10,9,266,1.3,63.2,,3.4,14.5,8.6,-0.4,,,,C0A0_Sarria_2017_ENE,C0A0,Sarria,2017,ENE
C049_Subijana_2017_ENE,21,84.1,,,,9,8,102.9,1.2,25.1,,2.5,13.2,7.5,-1.5,,,,C049_Subijana_2017_ENE,C049,Subijana,2017,ENE
C00B_Tobillas_2017_ENE,,,,,,,,,,,,,,,,,,,C00B_Tobillas_2017_ENE,C00B,Tobillas,2017,ENE
C020_Trebiño_2017_ENE,21,88.3,,,,10,5,50.8,0.6,15.8,5.7,2.6,14.2,7.8,-1.8,9.7,73.8,35.5,C020_Trebiño_2017_ENE,C020,Trebiño,2017,ENE
C070_Zaldiaran_2017_ENE,18,88.2,,,,9,7,70.2,0.8,16.5,,1.7,9.6,4.3,-0.5,,,,C070_Zaldiaran_2017_ENE,C070,Zaldiaran,2017,ENE
C050_Zambrana_2017_ENE,16,83.5,,,,9,5,27.4,0.7,10.2,5.7,3.5,14.0,8.6,-0.5,9.5,60.1,31.5,C050_Zambrana_2017_ENE,C050,Zambrana,2017,ENE
C0B1_Abusu (La Peña)_2017_ENE,13,78.6,4.039,0.778,,10,8,216.9,3.8,81.7,,6.2,18.6,10.7,2.5,,,,C0B1_Abusu (La Peña)_2017_ENE,C0B1,Abusu (La Peña),2017,ENE
C079_Amorebieta_2017_ENE,16,88.5,2.734,0.617,,10,8,188.2,2.1,54.2,,4.8,19.4,10.5,0.6,,,,C079_Amorebieta_2017_ENE,C079,Amorebieta,2017,ENE
C0C1_Aranguren_2017_ENE,10,83.5,2.902,0.811,,8,8,157.5,1.8,50.5,,7.1,20.5,13.3,2.9,,,,C0C1_Aranguren_2017_ENE,C0C1,Aranguren,2017,ENE
C061_Arboleda_2017_ENE,9,77.7,,,,9,8,191.6,4.1,74.9,5.4,6.3,18.0,10.0,2.9,14.6,100.1,45.4,C061_Arboleda_2017_ENE,C061,Arboleda,2017,ENE
C032_Areta_2017_ENE,12,81.6,1.451,0.368,,9,8,190.4,2.1,55.3,,5.8,17.9,11.8,1.5,4.8,50.4,28.5,C032_Areta_2017_ENE,C032,Areta,2017,ENE
C002_Arteaga_2017_ENE,14,78.3,,,,8,8,135.6,1.9,39.9,5.3,7.0,21.4,12.3,2.5,4.8,52.9,31.1,C002_Arteaga_2017_ENE,C002,Arteaga,2017,ENE
C0C2_Balmaseda_2017_ENE,18,83.0,1.642,0.401,,9,8,169.3,1.3,44.9,,3.6,18.4,9.2,-0.9,,,,C0C2_Balmaseda_2017_ENE,C0C2,Balmaseda,2017,ENE
C069_Bermeo_2017_ENE,0,77.0,,,,9,9,138.2,2.2,42.2,5.5,8.4,19.4,11.5,5.7,11.8,86.4,38.5,C069_Bermeo_2017_ENE,C069,Bermeo,2017,ENE
C0B6_Berna_2017_ENE,16,86.5,,,,10,9,227.6,3.1,55.3,,4.7,18.4,10.4,0.6,,,,C0B6_Berna_2017_ENE,C0B6,Berna,2017,ENE
C0BE_Berriatua_2017_ENE,10,84.5,1.816,0.368,,8,8,227.8,1.8,61.6,,6.8,21.9,11.9,2.9,,,,C0BE_Berriatua_2017_ENE,C0BE,Berriatua,2017,ENE
C065_Cerroja_2017_ENE,5,73.0,,,,9,8,284.5,1.8,80.2,5.4,5.4,14.6,8.1,3.1,17.0,96.5,50.7,C065_Cerroja_2017_ENE,C065,Cerroja,2017,ENE
C003_Derio_2017_ENE,14,76.8,,,,12,9,222.4,2.6,75.5,5.6,6.3,19.6,11.7,1.9,7.1,70.9,33.3,C003_Derio_2017_ENE,C003,Derio,2017,ENE
C039_Deusto_2017_ENE,2,100.0,,,,10,8,176,2.5,69.8,5.6,8.4,19.8,12.3,5.2,12.3,67.7,40.4,C039_Deusto_2017_ENE,C039,Deusto,2017,ENE
C075_Eitzaga_2017_ENE,12,,,,,10,8,224,1.6,62.2,,6.0,21.2,11.7,2.3,5.1,60.1,29.2,C075_Eitzaga_2017_ENE,C075,Eitzaga,2017,ENE
C074_Elorrio_2017_ENE,15,87.0,0.940,0.245,,11,8,206.1,2,51,,5.1,18.4,9.7,1.4,,,,C074_Elorrio_2017_ENE,C074,Elorrio,2017,ENE
C009_Galdakao_2017_ENE,,,,,,,,,,,,,,,,,,,C009_Galdakao_2017_ENE,C009,Galdakao,2017,ENE
C038_Galindo_2017_ENE,5,71.5,,,,9,9,147.2,2.3,57,,8.0,20.1,12.2,4.4,7.8,60.8,34.3,C038_Galindo_2017_ENE,C038,Galindo,2017,ENE
C033_Igorre_2017_ENE,13,89.4,,,,10,9,259.6,2.8,88.2,5.4,6.2,20.0,11.6,2.0,,91.4,34.1,C033_Igorre_2017_ENE,C033,Igorre,2017,ENE
C0BD_Iruzubieta_2017_ENE,18,84.2,1.090,0.277,,9,8,244.4,4.3,69.4,,4.8,19.1,10.4,0.5,,,,C0BD_Iruzubieta_2017_ENE,C0BD,Iruzubieta,2017,ENE
C036_Iurreta_2017_ENE,12,83.4,,,,11,8,244.2,2.3,62.3,5.6,6.2,19.7,11.0,2.5,9.1,74.9,34.8,C036_Iurreta_2017_ENE,C036,Iurreta,2017,ENE
C045_La Garbea_2017_ENE,6,84.5,,,,9,8,174.4,1.2,56.3,,5.4,15.9,8.4,3.1,20.4,83.9,51.4,C045_La Garbea_2017_ENE,C045,La Garbea,2017,ENE
C0B7_Mañaria_2017_ENE,17,82.4,1.114,0.338,,10,9,228.6,1.9,63.1,,4.3,16.8,8.5,0.8,,,,C0B7_Mañaria_2017_ENE,C0B7,Mañaria,2017,ENE
C019_Matxitxako_2017_ENE,4,81.8,,,,9,9,83.8,1.9,28.2,5.2,6.5,17.3,9.1,4.5,30.1,107.3,61.3,C019_Matxitxako_2017_ENE,C019,Matxitxako,2017,ENE
C057_Mungia_2017_ENE,13,80.8,5.123,0.976,,9,8,155.5,3.2,45.1,5.5,7.6,20.6,12.9,3.1,8.6,75.6,36.4,C057_Mungia_2017_ENE,C057,Mungia,2017,ENE
C063_Muxika_2017_ENE,16,81.2,1.448,0.318,,9,8,198.8,2.2,47,,6.8,21.5,12.9,2.0,,,,C063_Muxika_2017_ENE,C063,Muxika,2017,ENE
C046_Oiz_2017_ENE,12,78.4,,,,10,7,162.3,1.1,49.6,,2.9,12.2,5.2,1.0,31.3,119.2,62.6,C046_Oiz_2017_ENE,C046,Oiz,2017,ENE
C0BA_Oleta_2017_ENE,9,92.1,2.320,0.355,,8,8,161.2,3.6,39.8,,6.9,21.7,12.0,2.8,,,,C0BA_Oleta_2017_ENE,C0BA,Oleta,2017,ENE
C059_Ordunte_2017_ENE,16,73.9,,,,10,8,193.6,1.4,47.3,,4.9,15.6,9.9,0.9,7.7,69.8,37.7,C059_Ordunte_2017_ENE,C059,Ordunte,2017,ENE
C072_Orduña_2017_ENE,14,83.1,,,,10,7,206,1.8,70.7,,2.5,10.3,5.3,0.4,23.5,96.1,57.9,C072_Orduña_2017_ENE,C072,Orduña,2017,ENE
C0B4_Orozko_2017_ENE,14,84.9,2.054,0.273,,10,7,180.5,1.6,43.4,,4.8,16.9,10.1,1.1,5.2,51.8,26.8,C0B4_Orozko_2017_ENE,C0B4,Orozko,2017,ENE
C054_Otxandio_2017_ENE,21,88.0,2.815,0.485,,11,10,292.5,1.5,77.4,5.8,2.7,15.2,7.9,-1.6,7.0,68.0,31.1,C054_Otxandio_2017_ENE,C054,Otxandio,2017,ENE
C042_Punta Galea_2017_ENE,2,71.3,,,,9,8,94.4,1.9,34,5.3,8.5,19.4,11.6,5.4,24.1,105.8,55.3,C042_Punta Galea_2017_ENE,C042,Punta Galea,2017,ENE
C0B9_Sangroniz_2017_ENE,15,84.3,2.636,0.653,,11,8,184.2,4.9,72.6,,5.7,19.4,11.2,1.4,,,,C0B9_Sangroniz_2017_ENE,C0B9,Sangroniz,2017,ENE
C0C3_Sodupe_2017_ENE,15,82.5,,,,9,8,233.6,2.8,59.4,,5.6,18.8,11.6,1.5,5.1,52.6,29.1,C0C3_Sodupe_2017_ENE,C0C3,Sodupe,2017,ENE
C066_Untzueta_2017_ENE,11,,,,,,,,,,,3.9,12.3,6.8,1.5,21.0,105.5,49.5,C066_Untzueta_2017_ENE,C066,Untzueta,2017,ENE
C022_Urkiola_2017_ENE,21,84.4,,,,11,8,254.6,2,76,5.7,2.1,12.7,5.7,-0.8,14.6,81.0,43.8,C022_Urkiola_2017_ENE,C022,Urkiola,2017,ENE
C0B3_Urkizu_2017_ENE,15,88.7,2.857,0.631,,11,8,227.1,2.3,67.3,,5.1,19.4,11.1,0.7,,,,C0B3_Urkizu_2017_ENE,C0B3,Urkizu,2017,ENE
